BUYER_COUNTY,BUYER_STATE,mme,quantity,year,population
KNOX,ME,14810.384730000196,9795.0,2008,40225.0
WALDO,ME,13002.043035000057,9142.0,2009,38319.0
AROOSTOOK,ME,25905.0918638632,22727.0,2009,71974.0
YORK,ME,88120.04123816511,50753.0,2009,201306.0
PISCATAQUIS,ME,10675.009252500031,5991.0,2009,17079.0
OXFORD,ME,17389.33429500026,13775.0,2009,56414.0
PENOBSCOT,ME,85845.80141197925,59221.0,2009,148501.0
ANDROSCOGGIN,ME,54499.17936453941,36607.0,2009,106765.0
FRANKLIN,ME,12584.662759312674,9488.0,2009,29757.0
LINCOLN,ME,13819.792527487598,9207.0,2009,34789.0
HANCOCK,ME,26127.63188250041,15969.0,2009,53299.0
KNOX,ME,14888.817157500205,9616.0,2009,40897.0
SOMERSET,ME,28560.84261772561,19302.0,2009,51175.0
CUMBERLAND,ME,128899.36008952995,84594.0,2009,276227.0
WASHINGTON,ME,14063.108506125076,10600.0,2009,32590.0
KENNEBEC,ME,63623.95954886452,42442.0,2009,120777.0
SAGADAHOC,ME,15189.48989340002,8747.0,2009,36511.0
WALDO,ME,16796.010165000054,10453.0,2010,38740.0
PISCATAQUIS,ME,10878.167100000062,6494.0,2010,17555.0
KENNEBEC,ME,75573.00816000189,50208.0,2010,121925.0
SAGADAHOC,ME,15729.190479525027,9303.0,2010,35688.0
LINCOLN,ME,13875.259887037657,9421.0,2010,34719.0
FRANKLIN,ME,12744.43139250021,10145.0,2010,30657.0
YORK,ME,96728.15988566387,58010.0,2010,197457.0
ANDROSCOGGIN,ME,64050.31770750213,44730.0,2010,107882.0
KNOX,ME,14709.38912250028,10808.0,2010,40111.0
SOMERSET,ME,29399.23786567544,20663.0,2010,52261.0
OXFORD,ME,19741.214831362995,15991.0,2010,57867.0
HANCOCK,ME,27435.74636250064,16900.0,2010,54309.0
WASHINGTON,ME,16277.265153862643,12422.0,2010,33154.0
PENOBSCOT,ME,89174.97694725303,63921.0,2010,152934.0
AROOSTOOK,ME,28057.72023000147,25698.0,2010,72412.0
CUMBERLAND,ME,137448.0994543155,96564.0,2010,279994.0
YORK,ME,102552.224082715,63362.0,2011,197557.0
SOMERSET,ME,30368.451142500468,20507.0,2011,52228.0
PISCATAQUIS,ME,11844.834997500027,7185.0,2011,17518.0
PENOBSCOT,ME,92539.95051431585,67987.0,2011,153400.0
WALDO,ME,18826.116547500067,10888.0,2011,38737.0
SAGADAHOC,ME,16330.101207037558,10027.0,2011,35546.0
FRANKLIN,ME,13460.545669087693,10497.0,2011,30697.0
WASHINGTON,ME,17487.29952750016,13219.0,2011,33015.0
AROOSTOOK,ME,26205.07523636378,25129.0,2011,72143.0
KNOX,ME,14038.407885675213,10944.0,2011,39972.0
CUMBERLAND,ME,130384.90600909188,99080.0,2011,281044.0
KENNEBEC,ME,80037.45887250193,54379.0,2011,122008.0
ANDROSCOGGIN,ME,71633.30602500263,50478.0,2011,107785.0
OXFORD,ME,22034.80062772561,17672.0,2011,57892.0
HANCOCK,ME,29054.993681363067,17835.0,2011,54422.0
LINCOLN,ME,13102.000647262563,9273.0,2011,34579.0
WALDO,ME,19389.41961750012,11052.0,2012,38761.0
OXFORD,ME,21837.219420000496,18048.0,2012,57814.0
KENNEBEC,ME,82750.89489022683,54884.0,2012,122022.0
ANDROSCOGGIN,ME,64677.37717500192,45947.0,2012,107766.0
PISCATAQUIS,ME,10787.90853000003,7048.0,2012,17432.0
SOMERSET,ME,27221.81133386269,18233.0,2012,52098.0
YORK,ME,99529.6575618015,63073.0,2012,197861.0
FRANKLIN,ME,13118.41851000016,9546.0,2012,30704.0
LINCOLN,ME,11319.402256350068,8026.0,2012,34440.0
PENOBSCOT,ME,91372.340404953,66367.0,2012,153742.0
SAGADAHOC,ME,19303.612297500047,11176.0,2012,35394.0
CUMBERLAND,ME,125657.64993270287,100280.0,2012,282143.0
WASHINGTON,ME,15950.457450000107,11126.0,2012,32832.0
AROOSTOOK,ME,24094.712228400957,22786.0,2012,71757.0
KNOX,ME,15664.515353625176,11608.0,2012,39848.0
HANCOCK,ME,28187.435422500384,17529.0,2012,54470.0
LEXINGTON,SC,42782.2357820287,29352.0,2006,241219.0
OCONEE,SC,37000.08193458824,21319.0,2006,71490.0
COLLETON,SC,8880.476560000072,6988.0,2006,38608.0
NEWBERRY,SC,4739.850777000022,3574.0,2006,36746.0
UNION,SC,9284.76684600015,8650.0,2006,29248.0
AIKEN,SC,28106.759579351317,21405.0,2006,152577.0
CHESTERFIELD,SC,14244.126809037656,9710.0,2006,45103.0
HAMPTON,SC,4365.5754750000015,3589.0,2006,21104.0
GEORGETOWN,SC,20454.93121600052,12815.0,2006,59821.0
SUMTER,SC,11583.25110017522,8917.0,2006,105953.0
WILLIAMSBURG,SC,5731.818802862543,4133.0,2006,35458.0
RICHLAND,SC,43270.16457665367,29848.0,2006,357096.0
GREENWOOD,SC,17714.553995400525,12638.0,2006,68091.0
ABBEVILLE,SC,3136.2153893625105,1965.0,2006,25821.0
GREENVILLE,SC,170978.88510505864,102529.0,2006,415957.0
ANDERSON,SC,58870.65556622831,35537.0,2006,178579.0
YORK,SC,26753.48168836419,22394.0,2006,197892.0
LAURENS,SC,19852.609346950263,11491.0,2006,67388.0
FAIRFIELD,SC,2828.535033999997,2063.0,2006,24177.0
DORCHESTER,SC,28858.637378501116,20314.0,2006,120136.0
DILLON,SC,11355.094867725084,8093.0,2006,31373.0
ORANGEBURG,SC,22353.44280322564,11570.0,2006,91761.0
CHARLESTON,SC,160034.48033621671,255508.0,2006,334826.0
SPARTANBURG,SC,119718.4159847618,91067.0,2006,268898.0
LANCASTER,SC,13009.05328658804,10450.0,2006,66992.0
CHESTER,SC,4339.931184499995,2922.0,2006,33222.0
BERKELEY,SC,23107.337092813414,21793.0,2006,159501.0
LEE,SC,2789.509610500003,1658.0,2006,20001.0
CALHOUN,SC,3143.7183524999987,1008.0,2006,15229.0
EDGEFIELD,SC,874.5211875000025,836.0,2006,26135.0
MCCORMICK,SC,596.8604699999997,412.0,2006,10166.0
HORRY,SC,109992.04757384454,67613.0,2006,242194.0
MARION,SC,9408.903998362588,7431.0,2006,33994.0
KERSHAW,SC,7119.743481000155,5437.0,2006,58060.0
BAMBERG,SC,2997.521245500005,2115.0,2006,16392.0
DARLINGTON,SC,31712.987061725402,22154.0,2006,68424.0
MARLBORO,SC,7514.207664000034,4714.0,2006,29199.0
CHEROKEE,SC,20847.822622362764,14239.0,2006,54166.0
BARNWELL,SC,6603.7931735000875,4961.0,2006,22886.0
CLARENDON,SC,9230.545117000116,5222.0,2006,34094.0
PICKENS,SC,34773.88513331362,25961.0,2006,115570.0
JASPER,SC,3177.561579499984,2692.0,2006,22406.0
ALLENDALE,SC,1251.1885455000024,1061.0,2006,10882.0
FLORENCE,SC,62992.047588890404,47955.0,2006,132489.0
BEAUFORT,SC,27947.02902580145,17901.0,2006,147213.0
SALUDA,SC,1208.9584680000016,1243.0,2006,19310.0
EDGEFIELD,SC,1012.1211780000012,939.0,2007,26493.0
OCONEE,SC,40377.62091766295,23385.0,2007,72407.0
PICKENS,SC,40924.32382685143,31365.0,2007,116815.0
GREENVILLE,SC,184858.6325787613,115314.0,2007,427970.0
CHARLESTON,SC,210287.0044132709,335208.0,2007,337147.0
ANDERSON,SC,61807.15778109088,38687.0,2007,181543.0
GEORGETOWN,SC,24332.129979500693,15217.0,2007,60277.0
SALUDA,SC,1434.3200055000025,1029.0,2007,19417.0
LEXINGTON,SC,50201.22094294195,35095.0,2007,246461.0
BAMBERG,SC,3007.954390500008,2179.0,2007,16226.0
YORK,SC,31440.219780864576,25785.0,2007,208640.0
AIKEN,SC,35225.810751302066,27500.0,2007,154814.0
COLLETON,SC,9737.60856700009,7817.0,2007,38765.0
BEAUFORT,SC,29989.754073314227,19468.0,2007,151411.0
RICHLAND,SC,52035.753071542,36607.0,2007,366111.0
HAMPTON,SC,4762.1331910000235,3869.0,2007,21295.0
CHEROKEE,SC,22473.787524225078,15355.0,2007,54467.0
LANCASTER,SC,16289.542470813181,13053.0,2007,69504.0
GREENWOOD,SC,20490.74759995063,14812.0,2007,68198.0
MCCORMICK,SC,589.0775399999998,298.0,2007,10162.0
UNION,SC,10503.297852500147,10077.0,2007,29060.0
FLORENCE,SC,65688.84666609079,49810.0,2007,133757.0
MARLBORO,SC,9656.042758000047,5872.0,2007,29221.0
NEWBERRY,SC,6151.949466500041,7763.0,2007,37061.0
ALLENDALE,SC,1507.983363000001,1390.0,2007,10787.0
BERKELEY,SC,27622.948500113587,21520.0,2007,164913.0
CALHOUN,SC,2898.0512085000023,1024.0,2007,15260.0
JASPER,SC,3998.8363564999654,3379.0,2007,22971.0
LEE,SC,3378.8775905000048,2012.0,2007,19836.0
LAURENS,SC,20103.190660437725,11783.0,2007,67172.0
CLARENDON,SC,10086.81674300021,6119.0,2007,34250.0
KERSHAW,SC,8533.560495500195,6814.0,2007,59380.0
BARNWELL,SC,8135.065697950109,6012.0,2007,22851.0
CHESTERFIELD,SC,17213.987742450194,12110.0,2007,45708.0
SUMTER,SC,14691.711957087764,11015.0,2007,106014.0
MARION,SC,9964.987515000152,8495.0,2007,33842.0
CHESTER,SC,4890.905522000028,3063.0,2007,33247.0
WILLIAMSBURG,SC,5909.8946935000595,4290.0,2007,35444.0
FAIRFIELD,SC,3135.0017445000044,2380.0,2007,23917.0
DORCHESTER,SC,35072.83333136397,24354.0,2007,126324.0
HORRY,SC,125516.47700939735,79584.0,2007,252464.0
ORANGEBURG,SC,24098.801496400785,13183.0,2007,92626.0
DILLON,SC,12688.710604350095,9198.0,2007,31433.0
SPARTANBURG,SC,121761.96720627615,79825.0,2007,274215.0
ABBEVILLE,SC,3228.788996862507,2030.0,2007,25745.0
DARLINGTON,SC,37543.22956248833,25940.0,2007,68489.0
KERSHAW,SC,9850.368772587786,7823.0,2008,60395.0
LEXINGTON,SC,53800.18321917899,39170.0,2008,252747.0
SALUDA,SC,1571.300077999999,1079.0,2008,19503.0
NEWBERRY,SC,7100.161433000075,5794.0,2008,37192.0
ALLENDALE,SC,3375.121597499997,2255.0,2008,10803.0
COLLETON,SC,10546.224841587626,8628.0,2008,39014.0
ABBEVILLE,SC,3070.379709262506,2230.0,2008,25699.0
HAMPTON,SC,5467.220260000036,3898.0,2008,21212.0
SPARTANBURG,SC,129662.94465160294,90947.0,2008,279673.0
GREENVILLE,SC,193324.0636398101,125444.0,2008,438742.0
BARNWELL,SC,9828.988203862657,7561.0,2008,22761.0
FAIRFIELD,SC,3587.7211064999988,2845.0,2008,24131.0
EDGEFIELD,SC,1317.889096500002,1160.0,2008,26774.0
SUMTER,SC,16369.887674000425,12919.0,2008,106463.0
BEAUFORT,SC,32565.457910589204,21168.0,2008,156399.0
CALHOUN,SC,2848.881169500005,969.0,2008,15175.0
MARLBORO,SC,10426.168831500048,6642.0,2008,29079.0
DORCHESTER,SC,39241.87640600135,27242.0,2008,130593.0
PICKENS,SC,44509.816590101604,35278.0,2008,118330.0
DARLINGTON,SC,39847.389886950965,28390.0,2008,68773.0
FLORENCE,SC,69254.64814546591,53189.0,2008,135032.0
BAMBERG,SC,3661.9709400000065,2807.0,2008,16104.0
CHESTER,SC,5375.25490400005,3375.0,2008,33454.0
CLARENDON,SC,14366.177712862851,8065.0,2008,34875.0
MCCORMICK,SC,647.5324049999992,382.0,2008,10224.0
LEE,SC,3463.2900231750104,2141.0,2008,19697.0
UNION,SC,11860.310461587658,11318.0,2008,29172.0
BERKELEY,SC,34044.693043613814,27125.0,2008,171099.0
WILLIAMSBURG,SC,6356.472369000067,4690.0,2008,35090.0
CHEROKEE,SC,23867.66406008764,16615.0,2008,54981.0
ORANGEBURG,SC,26707.121126175916,15546.0,2008,92886.0
GEORGETOWN,SC,26699.346687363246,16907.0,2008,60621.0
GREENWOOD,SC,22463.91772081333,16789.0,2008,68862.0
DILLON,SC,12953.123726400105,9628.0,2008,31585.0
LANCASTER,SC,19565.826813088526,15785.0,2008,72733.0
AIKEN,SC,40748.31945932764,31369.0,2008,156896.0
LAURENS,SC,21665.658542937694,13075.0,2008,67173.0
MARION,SC,10709.613206000127,9011.0,2008,33724.0
RICHLAND,SC,60292.186626080154,43716.0,2008,373789.0
CHESTERFIELD,SC,18504.932803725245,13032.0,2008,46319.0
YORK,SC,33288.98112608973,27908.0,2008,217463.0
ANDERSON,SC,66875.66893336596,44135.0,2008,184520.0
CHARLESTON,SC,269832.56341089646,416959.0,2008,341921.0
HORRY,SC,140777.2481746612,90936.0,2008,260609.0
JASPER,SC,3963.1476449999786,3674.0,2008,23620.0
OCONEE,SC,43739.52714845033,26804.0,2008,73089.0
MCCORMICK,SC,776.0746124999994,548.0,2009,10087.0
BARNWELL,SC,11217.530516250124,8568.0,2009,22914.0
CALHOUN,SC,3089.5768500000045,1064.0,2009,14746.0
CHESTERFIELD,SC,20011.93945500014,14200.0,2009,42876.0
EDGEFIELD,SC,1609.6183499999988,1328.0,2009,25469.0
LANCASTER,SC,24311.743331363643,19972.0,2009,73725.0
ALLENDALE,SC,2153.477940000004,1997.0,2009,10459.0
CHESTER,SC,6718.5727052250795,4484.0,2009,32666.0
NEWBERRY,SC,8393.926683862583,6993.0,2009,37992.0
YORK,SC,39441.01281817709,32193.0,2009,209351.0
PICKENS,SC,56189.71795020143,41422.0,2009,116092.0
CHEROKEE,SC,26424.10660500013,17690.0,2009,54175.0
SPARTANBURG,SC,145677.6211251888,114837.0,2009,276544.0
GEORGETOWN,SC,29714.51947500076,18589.0,2009,60235.0
ANDERSON,SC,76478.61848475435,53149.0,2009,179914.0
OCONEE,SC,50823.2021486253,32338.0,2009,70507.0
GREENVILLE,SC,233849.91560562345,145940.0,2009,430273.0
DILLON,SC,14556.043313625063,11566.0,2009,30777.0
UNION,SC,13193.126403862625,12357.0,2009,27800.0
LAURENS,SC,23142.22255383771,15784.0,2009,69697.0
HORRY,SC,168121.36947863695,106611.0,2009,248601.0
FLORENCE,SC,78652.69221067897,62643.0,2009,132153.0
ORANGEBURG,SC,28680.03300750101,17144.0,2009,90387.0
FAIRFIELD,SC,4236.652087500004,3304.0,2009,23482.0
DORCHESTER,SC,47121.056167951174,31099.0,2009,122442.0
BERKELEY,SC,40068.842104088464,36515.0,2009,163328.0
BAMBERG,SC,4813.0558913625155,3541.0,2009,15384.0
ABBEVILLE,SC,3827.607064987507,2872.0,2009,25347.0
RICHLAND,SC,66408.3903210803,49172.0,2009,359144.0
SALUDA,SC,1806.8240550000005,1304.0,2009,18947.0
DARLINGTON,SC,43937.908920450915,32446.0,2009,66771.0
LEE,SC,3559.3161750000136,2447.0,2009,20074.0
CHARLESTON,SC,512189.9628806121,830138.0,2009,345714.0
HAMPTON,SC,5968.318402500031,3940.0,2009,20997.0
AIKEN,SC,47083.04550720229,37566.0,2009,152647.0
COLLETON,SC,12206.942022037612,9514.0,2009,39128.0
GREENWOOD,SC,26707.452667500744,18855.0,2009,68631.0
SUMTER,SC,17944.262508862954,14015.0,2009,104441.0
MARION,SC,12469.811415000184,10783.0,2009,34023.0
LEXINGTON,SC,62507.82275659157,45494.0,2009,244348.0
CLARENDON,SC,12147.23124431273,7959.0,2009,32863.0
WILLIAMSBURG,SC,7717.1593990876,5766.0,2009,34920.0
BEAUFORT,SC,35096.441224088965,22031.0,2009,147799.0
KERSHAW,SC,11179.169328900305,9308.0,2009,58176.0
MARLBORO,SC,11245.809165862558,7445.0,2009,28571.0
JASPER,SC,4388.1073649999935,3791.0,2009,22250.0
OCONEE,SC,58142.295050024964,34989.0,2010,73035.0
AIKEN,SC,55427.03326560198,39838.0,2010,156670.0
RICHLAND,SC,75351.2907429055,57701.0,2010,372597.0
CHARLESTON,SC,559474.1053487343,988337.0,2010,342434.0
GREENWOOD,SC,27224.02062772576,19741.0,2010,68890.0
EDGEFIELD,SC,2145.1854750000025,1588.0,2010,26680.0
ORANGEBURG,SC,30787.60628636328,18966.0,2010,92475.0
FLORENCE,SC,83704.59045772978,67637.0,2010,134897.0
BERKELEY,SC,45691.993684763496,42494.0,2010,169878.0
GEORGETOWN,SC,33359.62978500065,20573.0,2010,60236.0
GREENVILLE,SC,270902.8673491075,161755.0,2010,436437.0
ANDERSON,SC,80556.28556059173,55113.0,2010,183691.0
LAURENS,SC,29476.84105293748,17032.0,2010,67026.0
CHESTER,SC,9241.040407725144,5690.0,2010,33246.0
LEE,SC,4108.354057725015,2789.0,2010,19615.0
HORRY,SC,185604.01991772425,114081.0,2010,258267.0
KERSHAW,SC,13208.262289312866,10517.0,2010,60166.0
CHEROKEE,SC,28122.1927013627,18745.0,2010,54832.0
PICKENS,SC,63833.60366107612,44203.0,2010,117823.0
UNION,SC,14638.34872136264,13847.0,2010,29089.0
WILLIAMSBURG,SC,7855.760212500088,6086.0,2010,34994.0
BAMBERG,SC,4545.679211362519,3648.0,2010,16139.0
YORK,SC,52095.172250215335,37036.0,2010,214916.0
MCCORMICK,SC,954.8242500000017,713.0,2010,10203.0
ALLENDALE,SC,2126.6238825000014,2156.0,2010,10688.0
MARLBORO,SC,12734.443190362526,8152.0,2010,29112.0
ABBEVILLE,SC,4657.525812487521,2946.0,2010,25643.0
JASPER,SC,5481.29520000004,4264.0,2010,23634.0
BEAUFORT,SC,37106.94781136362,22734.0,2010,155550.0
COLLETON,SC,14553.932340450105,10681.0,2010,38833.0
FAIRFIELD,SC,4455.976087500016,3711.0,2010,24040.0
LANCASTER,SC,27915.660453863715,23437.0,2010,72302.0
NEWBERRY,SC,9509.77803386261,7908.0,2010,37197.0
SPARTANBURG,SC,166763.04475475257,135218.0,2010,278167.0
MARION,SC,13003.73062500015,11085.0,2010,33568.0
BARNWELL,SC,12222.073852500158,9192.0,2010,22748.0
SUMTER,SC,19639.197022500583,15247.0,2010,106601.0
CALHOUN,SC,2641.6909875000047,1015.0,2010,15212.0
CLARENDON,SC,12598.898348175293,8859.0,2010,34621.0
DILLON,SC,16916.427371812617,13306.0,2010,31666.0
DORCHESTER,SC,51205.21119408863,33398.0,2010,129618.0
SALUDA,SC,1676.7518400000056,1293.0,2010,19567.0
HAMPTON,SC,6882.960322500064,4415.0,2010,21173.0
CHESTERFIELD,SC,21323.613705000065,14604.0,2010,46087.0
LEXINGTON,SC,71635.67082840532,52032.0,2010,252563.0
DARLINGTON,SC,50104.28176500097,36325.0,2010,68602.0
CHEROKEE,SC,29962.15595295015,19811.0,2011,55111.0
HORRY,SC,192567.0049511369,125661.0,2011,265139.0
CHESTER,SC,9584.300659312641,6169.0,2011,33190.0
MCCORMICK,SC,1189.2686325000022,850.0,2011,10178.0
CALHOUN,SC,2326.214137725004,1119.0,2011,15198.0
DARLINGTON,SC,57908.02648908879,41211.0,2011,68581.0
FAIRFIELD,SC,4683.5086770375265,4255.0,2011,23916.0
JASPER,SC,4995.5525400000315,4097.0,2011,24195.0
LEE,SC,4089.197505900022,2829.0,2011,19412.0
MARLBORO,SC,14338.32675386256,8438.0,2011,28977.0
CLARENDON,SC,12430.66477500032,10134.0,2011,34746.0
DILLON,SC,18725.757822487663,15664.0,2011,31745.0
UNION,SC,15319.083693862714,14913.0,2011,28982.0
CHESTERFIELD,SC,21837.543735000127,15502.0,2011,46378.0
OCONEE,SC,58510.85986953737,36122.0,2011,73629.0
LAURENS,SC,25688.469439762554,16155.0,2011,66859.0
YORK,SC,52965.03907159031,41575.0,2011,221441.0
EDGEFIELD,SC,2696.5326000000077,1931.0,2011,26782.0
GEORGETOWN,SC,35528.12285250081,22379.0,2011,60280.0
GREENVILLE,SC,292083.81855900056,188185.0,2011,445586.0
ANDERSON,SC,85944.75086250485,63121.0,2011,185675.0
CHARLESTON,SC,616160.5124615583,1158593.0,2011,346981.0
SPARTANBURG,SC,180812.4313467929,147954.0,2011,281777.0
GREENWOOD,SC,29199.44497136333,21694.0,2011,69243.0
RICHLAND,SC,88014.74190132014,71435.0,2011,378989.0
LANCASTER,SC,27357.370968863754,23614.0,2011,74500.0
AIKEN,SC,63048.093239176924,44488.0,2011,158253.0
BERKELEY,SC,52168.04462407612,46616.0,2011,174679.0
BEAUFORT,SC,38085.594780226165,25150.0,2011,159048.0
PICKENS,SC,69852.29026518854,45502.0,2011,118617.0
NEWBERRY,SC,10890.070218862576,8303.0,2011,37395.0
ORANGEBURG,SC,30876.494966363258,20580.0,2011,92503.0
SUMTER,SC,22424.574307500763,18612.0,2011,106899.0
LEXINGTON,SC,87297.88064749363,64559.0,2011,257756.0
FLORENCE,SC,92937.56151431856,75223.0,2011,135968.0
COLLETON,SC,17302.113750900182,12184.0,2011,38833.0
MARION,SC,17111.504944537708,14425.0,2011,33335.0
ABBEVILLE,SC,4833.266017500017,3091.0,2011,25515.0
ALLENDALE,SC,2680.2835949999994,2663.0,2011,10548.0
HAMPTON,SC,6591.982072500067,4638.0,2011,21120.0
DORCHESTER,SC,56698.32370522639,38651.0,2011,133796.0
KERSHAW,SC,17008.649055450307,12381.0,2011,61010.0
BARNWELL,SC,11894.181986362682,9269.0,2011,22638.0
SALUDA,SC,1935.4573575000063,1572.0,2011,19681.0
WILLIAMSBURG,SC,9585.50292022514,7739.0,2011,34719.0
BAMBERG,SC,4613.26742250003,4021.0,2011,16061.0
DILLON,SC,19834.52546658781,16687.0,2012,31733.0
GREENWOOD,SC,30461.344553851002,23153.0,2012,69531.0
EDGEFIELD,SC,2944.5502500000102,1968.0,2012,26763.0
SALUDA,SC,2755.2541354500154,2004.0,2012,19758.0
KERSHAW,SC,19459.495886812758,13747.0,2012,61583.0
MARLBORO,SC,14564.254630500041,8472.0,2012,28750.0
NEWBERRY,SC,11458.420173862594,8718.0,2012,37432.0
LEE,SC,4513.549556812521,3096.0,2012,19160.0
BARNWELL,SC,11429.600685225105,8923.0,2012,22523.0
ALLENDALE,SC,2997.699465000001,3202.0,2012,10399.0
JASPER,SC,5622.91926000007,4437.0,2012,24792.0
BEAUFORT,SC,39764.573816363634,26660.0,2012,162316.0
MCCORMICK,SC,1364.6838075000023,1000.0,2012,10140.0
CLARENDON,SC,12880.541340450249,10271.0,2012,34746.0
COLLETON,SC,19701.09369907522,13652.0,2012,38665.0
OCONEE,SC,60204.822780900075,37702.0,2012,74038.0
WILLIAMSBURG,SC,8618.199240000089,7026.0,2012,34361.0
YORK,SC,56444.171406115274,45148.0,2012,226576.0
BAMBERG,SC,5189.053995000027,4605.0,2012,15941.0
LEXINGTON,SC,103146.22034021863,73275.0,2012,262424.0
HAMPTON,SC,6941.041252500053,4971.0,2012,20987.0
LANCASTER,SC,30217.570417500963,25007.0,2012,76364.0
MARION,SC,20638.69509408775,17119.0,2012,33038.0
CALHOUN,SC,2352.661522500005,1299.0,2012,15134.0
DORCHESTER,SC,66574.13502885177,43836.0,2012,136836.0
ORANGEBURG,SC,33246.58091726312,22365.0,2012,92229.0
CHEROKEE,SC,31774.22790408774,20831.0,2012,55351.0
FLORENCE,SC,103133.45753726784,79952.0,2012,136714.0
HORRY,SC,210963.84576065122,135548.0,2012,270943.0
SPARTANBURG,SC,185512.70349294308,147761.0,2012,284540.0
CHESTER,SC,11228.664288862568,7456.0,2012,33028.0
GREENVILLE,SC,281677.84643658984,179874.0,2012,452931.0
SUMTER,SC,26060.171265225792,21730.0,2012,107279.0
LAURENS,SC,27785.83482498744,17374.0,2012,66623.0
RICHLAND,SC,93646.13811717057,74812.0,2012,384596.0
DARLINGTON,SC,66958.46295386365,46115.0,2012,68500.0
ANDERSON,SC,89378.30708816797,65135.0,2012,187228.0
FAIRFIELD,SC,5235.139935225026,4412.0,2012,23804.0
CHARLESTON,SC,689301.3106653446,1242107.0,2012,352548.0
PICKENS,SC,70694.60283090133,45595.0,2012,119167.0
UNION,SC,16326.811102500249,15136.0,2012,28804.0
ABBEVILLE,SC,4835.180167500024,3278.0,2012,25387.0
AIKEN,SC,70083.2239414151,47237.0,2012,160169.0
CHESTERFIELD,SC,23339.88620250002,16123.0,2012,46462.0
GEORGETOWN,SC,38794.011382500656,22560.0,2012,60285.0
BERKELEY,SC,58496.54755522626,48836.0,2012,179773.0
GRAND,CO,2473.202815499996,2356.0,2006,14003.0
ELBERT,CO,1582.977148500004,1212.0,2006,22423.0
WELD,CO,44423.94680509053,28991.0,2006,230703.0
TELLER,CO,5748.345633000039,3055.0,2006,22281.0
ALAMOSA,CO,8719.603034212547,5957.0,2006,15196.0
ARCHULETA,CO,1220.1436255000035,847.0,2006,11937.0
PROWERS,CO,3057.262685999991,2332.0,2006,13130.0
FREMONT,CO,12527.910302850227,8503.0,2006,46873.0
SEDGWICK,CO,416.48174999999947,321.0,2006,2474.0
OURAY,CO,900.4791645000006,530.0,2006,4090.0
MESA,CO,32666.25057473936,26637.0,2006,134665.0
CLEAR CREEK,CO,1399.8193725000006,1174.0,2006,9042.0
PHILLIPS,CO,401.0244374999999,287.0,2006,4414.0
OTERO,CO,6983.5759046250905,5830.0,2006,19042.0
SAN MIGUEL,CO,784.1825625000004,383.0,2006,7071.0
SUMMIT,CO,5707.222942500052,7400.0,2006,26019.0
KIT CARSON,CO,481.08885000000015,260.0,2006,8011.0
GILPIN,CO,232.0157805,132.0,2006,4883.0
MONTEZUMA,CO,6127.9631888625245,5690.0,2006,24968.0
CROWLEY,CO,1468.5590625000025,745.0,2006,5886.0
ROUTT,CO,5065.260344850041,4210.0,2006,21859.0
GUNNISON,CO,2294.2798950000038,1781.0,2006,14720.0
LA PLATA,CO,9436.251661225102,8838.0,2006,48574.0
CHAFFEE,CO,6401.707879725021,3715.0,2006,17087.0
BROOMFIELD,CO,10435.296512862707,7617.0,2006,48729.0
BOULDER,CO,66507.12933912779,40000.0,2006,284243.0
LOGAN,CO,4545.182865450001,3106.0,2006,21911.0
KIOWA,CO,271.7202,222.0,2006,1456.0
RIO GRANDE,CO,2820.837601500008,1332.0,2006,12033.0
BENT,CO,734.5743375000009,538.0,2006,6012.0
DENVER,CO,66211.91269070304,52373.0,2006,556895.0
WASHINGTON,CO,302.9976749999997,190.0,2006,4907.0
RIO BLANCO,CO,1181.1363125000025,498.0,2006,6176.0
MORGAN,CO,5750.401353000028,3359.0,2006,27816.0
EAGLE,CO,7857.513228762715,8673.0,2006,48476.0
PARK,CO,1207.6267875000012,583.0,2006,16230.0
SAGUACHE,CO,1.8162,6.0,2006,6223.0
HINSDALE,CO,1.3621500000000002,16.0,2006,815.0
MONTROSE,CO,6990.223209725135,5202.0,2006,38282.0
PITKIN,CO,1677.6135413625007,1360.0,2006,15504.0
DOUGLAS,CO,40508.04674130145,26339.0,2006,256136.0
ADAMS,CO,68317.53837325332,47235.0,2006,406575.0
LARIMER,CO,76001.32799454278,46927.0,2006,280713.0
GARFIELD,CO,13821.751286950304,10667.0,2006,51594.0
BACA,CO,632.3328750000003,359.0,2006,3933.0
JEFFERSON,CO,152564.4558110065,113742.0,2006,521662.0
HUERFANO,CO,1885.2596625000065,982.0,2006,7127.0
LINCOLN,CO,938.1177390000024,794.0,2006,5530.0
ARAPAHOE,CO,98137.63003023193,67904.0,2006,531619.0
EL PASO,CO,118715.22753244895,79514.0,2006,580251.0
SAN JUAN,CO,0.24216,4.0,2006,649.0
YUMA,CO,1403.8607190000046,876.0,2006,9784.0
CONEJOS,CO,1989.075658500004,725.0,2006,8256.0
DELTA,CO,9609.696884362656,6381.0,2006,29789.0
CUSTER,CO,2.7243000000000004,9.0,2006,3994.0
CHEYENNE,CO,180.11318249999982,102.0,2006,1912.0
LAS ANIMAS,CO,7161.106270500105,4758.0,2006,15673.0
MOFFAT,CO,2807.7454463625,2283.0,2006,13115.0
PUEBLO,CO,66467.01927949158,41082.0,2006,152026.0
LAKE,CO,1886.3427375000006,1027.0,2006,7278.0
CHEYENNE,CO,205.248165,101.0,2007,1863.0
