,BUYER_COUNTY,year/month,DRUG_CODE,BUYER_STATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,dos_str,quantity
7669,DOUGLAS,201009,9143,GA,2798.290274999996,166400.0,9907.5,1813.0
7670,DOUGLAS,201009,9193,GA,1084.1351850000042,228970.0,4592.5,1813.0
7671,DOUGLAS,201010,9143,GA,3710.1210077249943,236620.0,10752.335500000001,1984.0
7672,DOUGLAS,201010,9193,GA,1197.980655000005,253910.0,5325.0,2027.0
7673,DOUGLAS,201011,9143,GA,4083.1694051499967,258200.0,13354.835500000001,2149.0
7674,DOUGLAS,201011,9193,GA,1112.1803400000044,233580.0,5262.5,1813.0
7675,DOUGLAS,201012,9143,GA,4606.172175000004,295700.0,12987.5,2160.0
7676,DOUGLAS,201012,9193,GA,1314.399075000005,276850.0,6207.5,1130.0
7677,DOUGLAS,201101,9143,GA,4333.054032724999,261500.0,11139.835500000001,1248.0
7678,DOUGLAS,201101,9193,GA,1215.4918500000044,259100.0,5790.0,1136.0
7679,DOUGLAS,201102,9143,GA,4401.322507725,279600.0,10209.8355,1449.0
7680,DOUGLAS,201102,9193,GA,1218.1404750000065,264200.0,5620.0,1483.0
7681,DOUGLAS,201103,9143,GA,5070.693650000002,317800.0,12260.0,1563.0
7682,DOUGLAS,201103,9193,GA,1376.936895000008,291940.0,6522.5,1655.0
7683,DOUGLAS,201104,9143,GA,4457.3979999999965,266800.0,11382.5,1358.0
7684,DOUGLAS,201104,9193,GA,1296.6003150000047,278740.0,6155.0,1560.0
7685,DOUGLAS,201105,9143,GA,4828.773125000001,294600.0,11915.0,1884.0
7686,DOUGLAS,201105,9193,GA,1356.4138350000053,292460.0,6527.5,1843.0
7687,DOUGLAS,201106,9143,GA,4963.920500000005,326100.0,11937.5,2511.0
7688,DOUGLAS,201106,9193,GA,1365.827805000005,286820.0,6227.5,2454.0
7689,DOUGLAS,201107,9143,GA,4696.162844999996,295261.0,9922.5,3051.0
7690,DOUGLAS,201107,9193,GA,1036.686960000005,223900.0,5300.0,3430.0
7691,DOUGLAS,201108,9143,GA,5039.127885000003,306008.0,10417.5,3004.0
7692,DOUGLAS,201108,9193,GA,1357.6549050000067,290050.0,6940.0,3956.0
7693,DOUGLAS,201109,9143,GA,4917.661100000004,304545.0,10287.5,3956.0
7694,DOUGLAS,201109,9193,GA,1256.5682400000064,266530.0,6200.0,3573.0
7695,DOUGLAS,201110,9143,GA,4752.2120250000025,302800.0,9552.5,3415.0
7696,DOUGLAS,201110,9193,GA,1413.9268350000077,297960.0,6657.5,3630.0
7697,DOUGLAS,201111,9143,GA,3979.2945499999973,243600.0,9127.5,3797.0
7698,DOUGLAS,201111,9193,GA,1316.5482450000093,281180.0,6732.5,3819.0
7699,DOUGLAS,201112,9143,GA,3665.116124999996,250700.0,8507.5,3287.0
7700,DOUGLAS,201112,9193,GA,1319.711460000004,279040.0,6535.0,3526.0
7701,DOUGLAS,201201,9143,GA,3317.229882724991,224300.0,8489.835500000001,3845.0
7702,DOUGLAS,201201,9193,GA,1297.4932800000074,277390.0,6782.5,4258.0
7703,DOUGLAS,201202,9143,GA,3092.89550515,214500.0,8012.3355,4461.0
7704,DOUGLAS,201202,9193,GA,1314.777450000006,277090.0,6417.5,3629.0
7705,DOUGLAS,201203,9143,GA,3426.9314051499978,236520.0,9344.835500000001,4452.0
7706,DOUGLAS,201203,9193,GA,1330.805415000006,280790.0,6587.5,4718.0
7707,DOUGLAS,201204,9143,GA,3316.0797628749992,222300.0,8272.171,4844.0
7708,DOUGLAS,201204,9193,GA,1240.7218950000058,263840.0,5997.5,5348.0
7709,DOUGLAS,201205,9143,GA,3639.0881301499985,255600.0,8952.171,5348.0
7710,DOUGLAS,201205,9193,GA,1327.067070000007,284410.0,6552.5,4847.0
7711,DOUGLAS,201206,9143,GA,2656.285257724995,206300.0,7997.3355,5235.0
7712,DOUGLAS,201206,9193,GA,1274.1399750000055,271510.0,5972.5,1292.0
7713,DOUGLAS,201207,9143,GA,2821.061374999997,210400.0,8340.0,1565.0
7714,DOUGLAS,201207,9193,GA,1308.3450750000086,279010.0,6460.0,777.0
7715,DOUGLAS,201208,9143,GA,2750.4177577249966,199500.0,8609.835500000001,1716.0
7716,DOUGLAS,201208,9193,GA,1307.2704900000058,280190.0,6775.0,1214.0
7717,DOUGLAS,201209,9143,GA,2550.498257724997,201600.0,7514.8355,880.0
7718,DOUGLAS,201209,9193,GA,1267.980030000005,266920.0,5917.5,1053.0
7719,DOUGLAS,201210,9143,GA,2777.536882724997,206000.0,8532.335500000001,981.0
7720,DOUGLAS,201210,9193,GA,1373.3650350000069,289650.0,6815.0,981.0
7721,DOUGLAS,201211,9143,GA,2707.1463025749954,209620.0,8067.3355,1910.0
7722,DOUGLAS,201211,9193,GA,1260.5790150000073,270510.0,6345.0,902.0
7723,DOUGLAS,201212,9143,GA,2699.9453904499974,198600.0,8412.335500000001,1850.0
7724,DOUGLAS,201212,9193,GA,1294.0273650000056,274020.0,6355.0,1118.0
7725,EARLY,200601,9143,GA,20.35055,2000.0,160.0,990.0
7726,EARLY,200601,9193,GA,22.551150000000003,5100.0,82.5,1368.0
7727,EARLY,200602,9143,GA,11.430224999999998,1700.0,57.5,1835.0
7728,EARLY,200602,9193,GA,12.712600000000002,2700.0,50.0,638.0
7729,EARLY,200603,9143,GA,29.808425,2100.0,267.5,537.0
7730,EARLY,200603,9193,GA,19.3728,4600.0,70.0,429.0
7731,EARLY,200604,9143,GA,23.084775000000004,1900.0,220.0,971.0
7732,EARLY,200604,9193,GA,54.33465000000001,12300.0,210.0,973.0
7733,EARLY,200605,9143,GA,27.343250000000005,1800.0,262.5,1054.0
7734,EARLY,200605,9193,GA,55.39410000000001,12500.0,232.5,1076.0
7735,EARLY,200606,9143,GA,9.413249999999998,1300.0,87.5,181.0
7736,EARLY,200606,9193,GA,69.3179,15900.0,277.5,153.0
7737,EARLY,200607,9143,GA,13.4475,800.0,140.0,296.0
7738,EARLY,200607,9193,GA,42.983399999999996,9600.0,162.5,175.0
7739,EARLY,200608,9143,GA,18.602375000000002,1400.0,182.5,175.0
7740,EARLY,200608,9193,GA,56.302200000000006,12800.0,240.0,140.0
7741,EARLY,200609,9143,GA,35.860000000000014,1800.0,345.0,525.0
7742,EARLY,200609,9193,GA,65.98860000000002,14600.0,282.5,221.0
7743,EARLY,200610,9143,GA,18.602375000000006,1400.0,175.0,224.0
7744,EARLY,200610,9193,GA,62.50755000000001,14300.0,230.0,224.0
7745,EARLY,200611,9143,GA,14.344,1400.0,120.0,187.0
7746,EARLY,200611,9193,GA,57.05895000000002,13200.0,237.5,206.0
7747,EARLY,200612,9143,GA,32.90155,2500.0,242.5,206.0
7748,EARLY,200612,9193,GA,75.9777,17100.0,305.0,433.0
7749,EARLY,200701,9143,GA,36.71167500000001,2300.0,285.0,436.0
7750,EARLY,200701,9193,GA,57.66435,12700.0,235.0,237.0
7751,EARLY,200702,9143,GA,22.385498,1700.0,177.85,214.0
7752,EARLY,200702,9193,GA,68.10750000000003,15800.0,357.5,221.0
7753,EARLY,200703,9143,GA,34.948752575,2800.0,354.8355,219.0
7754,EARLY,200703,9193,GA,94.29065,20700.0,387.5,240.0
7755,EARLY,200704,9143,GA,35.411750000000005,2400.0,275.0,212.0
7756,EARLY,200704,9193,GA,63.56700000000001,14300.0,300.0,173.0
7757,EARLY,200705,9143,GA,11.20625,600.0,125.0,61.0
7758,EARLY,200705,9193,GA,72.9507,16400.0,367.5,139.0
7759,EARLY,200706,9143,GA,42.987175000000015,2700.0,260.0,73.0
7760,EARLY,200706,9193,GA,74.76690000000004,16700.0,367.5,149.0
7761,EARLY,200707,9143,GA,24.205500000000004,1600.0,210.0,153.0
7762,EARLY,200707,9193,GA,80.82090000000001,17600.0,405.0,71.0
7763,EARLY,200708,9143,GA,24.429625,1400.0,247.5,125.0
7764,EARLY,200708,9193,GA,79.15605000000001,17600.0,385.0,193.0
7765,EARLY,200709,9143,GA,11.161425000000001,600.0,120.0,120.0
7766,EARLY,200709,9193,GA,69.77234999999999,15400.0,320.0,99.0
7767,EARLY,200710,9143,GA,49.71092500000001,2100.0,410.0,99.0
7768,EARLY,200710,9193,GA,94.4424,21000.0,397.5,157.0
7769,EARLY,200711,9143,GA,24.65355,1300.0,160.0,90.0
7770,EARLY,200711,9193,GA,61.29674999999999,13200.0,305.0,104.0
7771,EARLY,200712,9143,GA,19.663327575,1800.0,194.8355,115.0
7772,EARLY,200712,9193,GA,83.09115,18500.0,297.5,141.0
7773,EARLY,200801,9143,GA,41.597500000000004,2700.0,285.0,116.0
7774,EARLY,200801,9193,GA,83.39385000000001,18100.0,435.0,143.0
7775,EARLY,200802,9143,GA,28.643175000000003,1500.0,215.0,175.0
7776,EARLY,200802,9193,GA,70.52910000000001,16000.0,347.5,140.0
7777,EARLY,200803,9143,GA,51.668477575000004,2700.0,504.8355,206.0
7778,EARLY,200803,9193,GA,78.85335000000002,17000.0,355.0,281.0
7779,EARLY,200804,9143,GA,53.19252757499999,2300.0,387.3355,187.0
7780,EARLY,200804,9193,GA,79.15605000000001,17500.0,365.0,189.0
7781,EARLY,200805,9143,GA,24.2053,1600.0,230.0,189.0
7782,EARLY,200805,9193,GA,93.53430000000002,20200.0,357.5,198.0
7783,EARLY,200806,9143,GA,32.035027575,2400.0,217.3355,229.0
7784,EARLY,200806,9193,GA,73.55609999999999,15500.0,290.0,229.0
7785,EARLY,200807,9143,GA,31.3775,2300.0,265.0,447.0
7786,EARLY,200807,9193,GA,95.789415,19930.0,367.5,291.0
7787,EARLY,200808,9143,GA,33.110927575,2300.0,239.8355,291.0
7788,EARLY,200808,9193,GA,75.0696,16200.0,310.0,267.0
7789,EARLY,200809,9143,GA,36.727005150000004,1900.0,297.3355,267.0
7790,EARLY,200809,9193,GA,104.28014999999999,22000.0,400.0,267.0
7791,EARLY,200810,9143,GA,25.550250000000002,1700.0,175.0,555.0
7792,EARLY,200810,9193,GA,70.52910000000001,15300.0,295.0,259.0
7793,EARLY,200811,9143,GA,41.000127575,1800.0,337.3355,280.0
7794,EARLY,200811,9193,GA,76.12904999999999,15300.0,332.5,295.0
7795,EARLY,200812,9143,GA,51.997000000000014,3100.0,395.0,725.0
7796,EARLY,200812,9193,GA,95.6532,20600.0,385.0,303.0
7797,EARLY,200901,9143,GA,36.53237500000001,1600.0,307.5,281.0
7798,EARLY,200901,9193,GA,69.01559999999998,14400.0,317.5,626.0
7799,EARLY,200902,9143,GA,38.997749999999996,2300.0,300.0,340.0
7800,EARLY,200902,9193,GA,66.44265,14400.0,262.5,697.0
7801,EARLY,200903,9143,GA,30.256874999999997,3100.0,252.5,394.0
7802,EARLY,200903,9193,GA,97.01535,20800.0,367.5,394.0
7803,EARLY,200904,9143,GA,55.55350515000001,3000.0,379.8355,318.0
7804,EARLY,200904,9193,GA,89.75054999999999,19200.0,347.5,384.0
7805,EARLY,200905,9143,GA,39.849425000000004,2900.0,270.0,384.0
7806,EARLY,200905,9193,GA,81.88034999999999,17000.0,322.5,704.0
7807,EARLY,200906,9143,GA,27.34325,1300.0,175.0,389.0
7808,EARLY,200906,9193,GA,82.78844999999998,17800.0,355.0,389.0
7809,EARLY,200907,9143,GA,54.19342500000002,3600.0,370.0,417.0
7810,EARLY,200907,9193,GA,75.52365000000002,16500.0,327.5,470.0
7811,EARLY,200908,9143,GA,32.946375,2300.0,242.5,621.0
7812,EARLY,200908,9193,GA,74.91825000000003,16200.0,315.0,422.0
7813,EARLY,200909,9143,GA,27.567375,2500.0,142.5,422.0
7814,EARLY,200909,9193,GA,79.30740000000002,17200.0,300.0,588.0
7815,EARLY,200910,9143,GA,43.256125000000004,3700.0,327.5,588.0
7816,EARLY,200910,9193,GA,103.37204999999999,22300.0,305.0,534.0
7817,EARLY,200911,9143,GA,49.531625,2800.0,260.0,542.0
7818,EARLY,200911,9193,GA,67.95615000000002,14500.0,247.5,540.0
7819,EARLY,200912,9143,GA,33.379877574999995,2900.0,217.3355,591.0
7820,EARLY,200912,9193,GA,97.4694,21000.0,345.0,894.0
7821,EARLY,201001,9143,GA,27.567374999999995,2700.0,207.5,717.0
7822,EARLY,201001,9193,GA,63.567000000000014,12800.0,300.0,786.0
7823,EARLY,201002,9143,GA,28.015625,1700.0,207.5,758.0
7824,EARLY,201002,9193,GA,86.72355000000002,18700.0,330.0,746.0
7825,EARLY,201003,9143,GA,60.0655,5200.0,390.0,925.0
7826,EARLY,201003,9193,GA,82.78845,18300.0,357.5,169.0
7827,EARLY,201004,9143,GA,38.310627575,2900.0,264.8355,207.0
7828,EARLY,201004,9193,GA,86.42085000000002,18200.0,380.0,209.0
7829,EARLY,201005,9143,GA,24.65375,1400.0,170.0,240.0
7830,EARLY,201005,9193,GA,83.54520000000002,17500.0,332.5,225.0
7831,EARLY,201006,9143,GA,28.688,1000.0,190.0,257.0
7832,EARLY,201006,9193,GA,89.14514999999999,19100.0,375.0,257.0
7833,EARLY,201007,9143,GA,16.809375,1800.0,132.5,243.0
7834,EARLY,201007,9193,GA,86.87489999999998,18500.0,325.0,325.0
7835,EARLY,201008,9143,GA,19.050625,1600.0,172.5,538.0
7836,EARLY,201008,9193,GA,99.13425000000004,20900.0,380.0,591.0
7837,EARLY,201009,9143,GA,29.360375000000005,2300.0,212.5,2454.0
7838,EARLY,201009,9193,GA,80.97224999999999,18400.0,402.5,2772.0
7839,EARLY,201010,9143,GA,32.72225,2200.0,230.0,3415.0
7840,EARLY,201010,9193,GA,96.10725000000004,19600.0,402.5,2959.0
7841,EARLY,201011,9143,GA,49.75575,3200.0,385.0,3484.0
7842,EARLY,201011,9193,GA,112.28656500000002,23930.0,437.5,3484.0
7843,EARLY,201012,9143,GA,23.757249999999996,2700.0,177.5,3424.0
7844,EARLY,201012,9193,GA,105.294195,22090.0,430.0,3460.0
7845,EARLY,201101,9143,GA,26.446749999999998,3000.0,132.5,3460.0
7846,EARLY,201101,9193,GA,107.26174499999996,22690.0,470.0,3179.0
7847,EARLY,201102,9143,GA,19.722999999999995,2700.0,120.0,3629.0
7848,EARLY,201102,9193,GA,78.21768000000002,17060.0,310.0,4706.0
7849,EARLY,201103,9143,GA,38.773625,2900.0,332.5,4848.0
7850,EARLY,201103,9193,GA,112.54385999999998,23520.0,440.0,5877.0
7851,EARLY,201104,9143,GA,22.860750000000003,1700.0,217.5,5235.0
7852,EARLY,201104,9193,GA,108.80551500000001,23330.0,422.5,71.0
7853,EARLY,201105,9143,GA,22.621877575,3000.0,152.3355,71.0
7854,EARLY,201105,9193,GA,88.53974999999997,19700.0,400.0,88.0
7855,EARLY,201106,9143,GA,17.0335,1900.0,125.0,75.0
7856,EARLY,201106,9193,GA,98.98289999999997,20600.0,402.5,53.0
7857,EARLY,201107,9143,GA,26.44675,1900.0,185.0,68.0
7858,EARLY,201107,9193,GA,109.42605000000002,23800.0,430.0,115.0
7859,EARLY,201108,9143,GA,29.031852574999995,3220.0,274.8355,59.0
7860,EARLY,201108,9193,GA,117.59895000000003,25200.0,502.5,82.0
7861,EARLY,201109,9143,GA,25.102000000000004,2300.0,212.5,54.0
7862,EARLY,201109,9193,GA,108.36660000000002,23200.0,425.0,90.0
7863,EARLY,201110,9143,GA,27.119125,3000.0,157.5,92.0
7864,EARLY,201110,9193,GA,118.93082999999997,25160.0,457.5,76.0
7865,EARLY,201111,9143,GA,17.93,1900.0,125.0,161.0
7866,EARLY,201111,9193,GA,143.32845,30000.0,407.5,98.0
7867,EARLY,201112,9143,GA,33.17049999999999,2400.0,175.0,94.0
7868,EARLY,201112,9193,GA,96.86399999999998,20900.0,440.0,151.0
7869,EARLY,201201,9143,GA,36.08412500000001,2900.0,247.5,112.0
7870,EARLY,201201,9193,GA,123.80430000000003,25700.0,465.0,103.0
7871,EARLY,201202,9143,GA,9.861499999999998,1300.0,62.5,113.0
7872,EARLY,201202,9193,GA,113.81519999999996,25700.0,397.5,91.0
7873,EARLY,201203,9143,GA,12.999249999999998,2000.0,75.0,108.0
7874,EARLY,201203,9193,GA,137.42579999999995,29600.0,472.5,169.0
7875,EARLY,201204,9143,GA,16.136999999999997,1000.0,145.0,111.0
7876,EARLY,201204,9193,GA,74.76690000000002,15700.0,320.0,142.0
7877,EARLY,201205,9143,GA,48.63512500000001,4100.0,340.0,182.0
7878,EARLY,201205,9193,GA,100.64774999999999,22600.0,350.0,103.0
7879,EARLY,201206,9143,GA,19.498874999999998,2200.0,127.5,109.0
7880,EARLY,201206,9193,GA,131.82585000000003,27400.0,435.0,171.0
7881,EARLY,201207,9143,GA,46.393875,4000.0,302.5,148.0
7882,EARLY,201207,9193,GA,120.02055000000001,26300.0,455.0,148.0
7883,EARLY,201208,9143,GA,20.171249999999993,2700.0,140.0,145.0
7884,EARLY,201208,9193,GA,126.37725,26200.0,515.0,197.0
7885,EARLY,201209,9143,GA,22.86075,1900.0,160.0,198.0
7886,EARLY,201209,9193,GA,123.65295000000005,25300.0,487.5,247.0
7887,EARLY,201210,9143,GA,31.377499999999998,3000.0,190.0,247.0
7888,EARLY,201210,9193,GA,118.35570000000003,25500.0,522.5,178.0
7889,EARLY,201211,9143,GA,21.06775,2200.0,90.0,147.0
7890,EARLY,201211,9193,GA,129.55560000000003,26800.0,532.5,253.0
7891,EARLY,201212,9143,GA,61.186125000000004,5300.0,432.5,292.0
7892,EARLY,201212,9193,GA,121.68540000000003,25000.0,485.0,352.0
7893,EFFINGHAM,200601,9143,GA,130.50329800000006,12200.0,1095.35,338.0
7894,EFFINGHAM,200601,9193,GA,155.179155,31290.0,952.5,367.0
7895,EFFINGHAM,200602,9143,GA,155.8921710000001,14000.0,1110.7,199.0
7896,EFFINGHAM,200602,9193,GA,209.7559649999999,42970.0,1487.5,237.0
7897,EFFINGHAM,200603,9143,GA,173.5351480000001,15900.0,1312.85,178.0
7898,EFFINGHAM,200603,9193,GA,233.72223749999992,48275.0,1647.5,259.0
7899,EFFINGHAM,200604,9143,GA,147.53679800000015,13100.0,1190.35,261.0
7900,EFFINGHAM,200604,9193,GA,268.6084125000001,56125.0,1682.5,326.0
7901,EFFINGHAM,200605,9143,GA,153.84347200000008,12700.0,1232.85,1170.0
7902,EFFINGHAM,200605,9193,GA,322.3906349999993,66430.0,2000.0,1580.0
7903,EFFINGHAM,200606,9143,GA,200.36750000000015,15100.0,1595.0,5082.0
7904,EFFINGHAM,200606,9193,GA,375.43124249999954,76565.0,1967.5,4233.0
7905,EFFINGHAM,200607,9143,GA,182.12397500000012,14800.0,1490.0,7456.0
7906,EFFINGHAM,200607,9193,GA,311.46316499999966,64270.0,1902.5,7353.0
7907,EFFINGHAM,200608,9143,GA,236.1979801500002,18400.0,1864.8355000000001,5163.0
7908,EFFINGHAM,200608,9193,GA,426.80699999999916,89000.0,1902.5,8164.0
7909,EFFINGHAM,200609,9143,GA,164.5077500000001,17300.0,1240.0,281.0
7910,EFFINGHAM,200609,9193,GA,299.9151599999996,61980.0,1825.0,17.0
7911,EFFINGHAM,200610,9143,GA,177.73112500000013,16000.0,1330.0,17.0
7912,EFFINGHAM,200610,9193,GA,336.9050999999994,67800.0,1907.5,17.0
7913,EFFINGHAM,200611,9143,GA,246.08922500000017,17300.0,1840.0,1585.0
7914,EFFINGHAM,200611,9193,GA,329.94299999999953,68900.0,2042.5,1675.0
7915,EFFINGHAM,200612,9143,GA,200.35424900000018,17000.0,1417.85,3321.0
7916,EFFINGHAM,200612,9193,GA,339.3266999999993,69600.0,2025.0,2299.0
7917,EFFINGHAM,200701,9143,GA,160.9530740000001,15300.0,1170.35,2076.0
7918,EFFINGHAM,200701,9193,GA,372.517754999999,74210.0,2280.0,1942.0
7919,EFFINGHAM,200702,9143,GA,232.19350000000017,19800.0,1610.0,2203.0
7920,EFFINGHAM,200702,9193,GA,306.81671999999986,63460.0,1950.0,1810.0
7921,EFFINGHAM,200703,9143,GA,228.15925000000018,18600.0,1690.0,2510.0
7922,EFFINGHAM,200703,9193,GA,346.84879499999926,70670.0,2332.5,2909.0
7923,EFFINGHAM,200704,9143,GA,218.97012500000017,18900.0,1447.5,3075.0
7924,EFFINGHAM,200704,9193,GA,416.24276999999864,83560.0,2385.0,3014.0
7925,EFFINGHAM,200705,9143,GA,175.0268775750001,16600.0,1437.3355000000001,3517.0
7926,EFFINGHAM,200705,9193,GA,341.89964999999967,69100.0,2222.5,399.0
7927,EFFINGHAM,200706,9143,GA,200.5918750000002,19400.0,1467.5,162.0
7928,EFFINGHAM,200706,9193,GA,401.2893899999989,80820.0,2432.5,1910.0
7929,EFFINGHAM,200707,9143,GA,235.01747500000033,19440.0,1770.0,1032.0
7930,EFFINGHAM,200707,9193,GA,360.8183999999991,72800.0,2275.0,1696.0
7931,EFFINGHAM,200708,9143,GA,207.98800000000028,21100.0,1575.0,1788.0
7932,EFFINGHAM,200708,9193,GA,438.61229999999887,87400.0,2297.5,1947.0
7933,EFFINGHAM,200709,9143,GA,220.76312500000017,18500.0,1532.5,1200.0
7934,EFFINGHAM,200709,9193,GA,369.71777999999944,73240.0,2035.0,2052.0
7935,EFFINGHAM,200710,9143,GA,222.78025000000028,19300.0,1735.0,2052.0
7936,EFFINGHAM,200710,9193,GA,406.7985299999991,82340.0,2292.5,1299.0
7937,EFFINGHAM,200711,9143,GA,238.0207500000002,20500.0,1695.0,1299.0
7938,EFFINGHAM,200711,9193,GA,421.35839999999854,85100.0,2390.0,2244.0
7939,EFFINGHAM,200712,9143,GA,320.24762300000026,26800.0,2090.7,2244.0
7940,EFFINGHAM,200712,9193,GA,457.076599999999,90900.0,2315.0,1700.0
7941,EFFINGHAM,200801,9143,GA,240.01087300000015,20200.0,1718.2,1700.0
7942,EFFINGHAM,200801,9193,GA,418.7854499999992,83500.0,2310.0,2585.0
7943,EFFINGHAM,200802,9143,GA,144.9235470000001,15800.0,1093.2,2446.0
7944,EFFINGHAM,200802,9193,GA,424.99079999999884,85800.0,2425.0,2367.0
7945,EFFINGHAM,200803,9143,GA,198.70004600000016,18600.0,1488.1999999999998,2728.0
7946,EFFINGHAM,200803,9193,GA,409.0990499999992,83100.0,2265.0,2728.0
7947,EFFINGHAM,200804,9143,GA,197.51677300000014,17800.0,1480.7,3628.0
7948,EFFINGHAM,200804,9193,GA,462.9796499999987,93500.0,2512.5,3289.0
7949,EFFINGHAM,200805,9143,GA,206.43694800000014,21000.0,1505.35,2655.0
7950,EFFINGHAM,200805,9193,GA,436.17556499999876,88230.0,2292.5,2359.0
7951,EFFINGHAM,200806,9143,GA,224.34912500000019,20200.0,1770.0,2490.0
7952,EFFINGHAM,200806,9193,GA,383.6419799999992,78760.0,2287.5,2718.0
7953,EFFINGHAM,200807,9143,GA,231.43147500000026,23400.0,1745.0,2446.0
7954,EFFINGHAM,200807,9193,GA,424.5367499999988,88100.0,2515.0,3238.0
7955,EFFINGHAM,200808,9143,GA,244.2962500000002,23100.0,1952.5,3289.0
7956,EFFINGHAM,200808,9193,GA,397.27861499999904,82430.0,2467.5,3489.0
7957,EFFINGHAM,200809,9143,GA,246.76162500000015,22200.0,2030.0,1037.0
7958,EFFINGHAM,200809,9193,GA,393.812699999999,81200.0,2335.0,931.0
7959,EFFINGHAM,200810,9143,GA,353.3554750000004,27400.0,2987.5,931.0
7960,EFFINGHAM,200810,9193,GA,445.27169999999853,91400.0,2657.5,1564.0
7961,EFFINGHAM,200811,9143,GA,252.05097500000025,24100.0,1887.5,1013.0
7962,EFFINGHAM,200811,9193,GA,361.27244999999925,73900.0,2130.0,1013.0
7963,EFFINGHAM,200812,9143,GA,317.0472250000002,26700.0,2615.0,976.0
7964,EFFINGHAM,200812,9193,GA,463.07045999999866,96880.0,2517.5,1119.0
7965,EFFINGHAM,200901,9143,GA,341.4320250000004,28020.0,2812.5,1269.0
7966,EFFINGHAM,200901,9193,GA,397.0667249999991,81850.0,2280.0,1269.0
7967,EFFINGHAM,200902,9143,GA,260.2091250000003,22300.0,2042.5,1277.0
7968,EFFINGHAM,200902,9193,GA,424.99079999999884,89300.0,2305.0,1255.0
7969,EFFINGHAM,200903,9143,GA,325.8777500000003,28300.0,2362.5,1545.0
7970,EFFINGHAM,200903,9193,GA,460.8002099999985,92960.0,2492.5,1254.0
7971,EFFINGHAM,200904,9143,GA,320.49875000000026,28700.0,2235.0,1410.0
7972,EFFINGHAM,200904,9193,GA,460.70939999999905,94170.0,2387.5,1410.0
7973,EFFINGHAM,200905,9143,GA,280.51485000000037,25100.0,2152.5,1599.0
7974,EFFINGHAM,200905,9193,GA,415.6827749999991,84660.0,2277.5,1572.0
7975,EFFINGHAM,200906,9143,GA,290.91425000000015,27500.0,2255.0,4220.0
7976,EFFINGHAM,200906,9193,GA,437.4620399999989,90880.0,2520.0,4080.0
7977,EFFINGHAM,200907,9143,GA,302.5687500000003,28700.0,2177.5,5159.0
7978,EFFINGHAM,200907,9193,GA,417.3930299999989,86430.0,2335.0,4947.0
7979,EFFINGHAM,200908,9143,GA,283.42847500000016,27900.0,2052.5,4890.0
7980,EFFINGHAM,200908,9193,GA,413.98765499999905,85660.0,2350.0,6035.0
7981,EFFINGHAM,200909,9143,GA,308.66495000000015,27220.0,2280.0,5937.0
7982,EFFINGHAM,200909,9193,GA,404.8158449999989,85180.0,2267.5,678.0
7983,EFFINGHAM,200910,9143,GA,396.4323000000002,29840.0,3045.0,791.0
7984,EFFINGHAM,200910,9193,GA,420.16273499999915,86480.0,2337.5,878.0
7985,EFFINGHAM,200911,9143,GA,317.58512500000006,31200.0,2087.5,1012.0
7986,EFFINGHAM,200911,9193,GA,402.5758649999995,82080.0,2165.0,902.0
7987,EFFINGHAM,200912,9143,GA,386.92940000000027,34420.0,2985.0,766.0
7988,EFFINGHAM,200912,9193,GA,461.7688499999989,96240.0,2527.5,1008.0
7989,EFFINGHAM,201001,9143,GA,281.23205000000013,23860.0,2200.0,1054.0
7990,EFFINGHAM,201001,9193,GA,388.9997699999992,79510.0,2187.5,1120.0
7991,EFFINGHAM,201002,9143,GA,273.43250000000035,26600.0,2150.0,1120.0
7992,EFFINGHAM,201002,9193,GA,387.84950999999944,80990.0,2105.0,1152.0
7993,EFFINGHAM,201003,9143,GA,355.46225000000004,30400.0,2490.0,988.0
7994,EFFINGHAM,201003,9193,GA,463.8877499999988,95170.0,2630.0,988.0
7995,EFFINGHAM,201004,9143,GA,341.0734250000003,33280.0,2490.0,1177.0
7996,EFFINGHAM,201004,9193,GA,442.33550999999875,91760.0,2572.5,1177.0
7997,EFFINGHAM,201005,9143,GA,294.7096275750003,28200.0,2214.8355,1293.0
7998,EFFINGHAM,201005,9193,GA,420.813539999999,85980.0,2392.5,1293.0
7999,EFFINGHAM,201006,9143,GA,379.35397500000016,32020.0,2747.5,1293.0
8000,EFFINGHAM,201006,9193,GA,421.8124499999991,87600.0,2430.0,1293.0
8001,EFFINGHAM,201007,9143,GA,368.6856249999998,34800.0,2390.0,1417.0
8002,EFFINGHAM,201007,9193,GA,462.40451999999885,96180.0,2550.0,2173.0
8003,EFFINGHAM,201008,9143,GA,296.0691250000002,29100.0,2090.0,2173.0
8004,EFFINGHAM,201008,9193,GA,445.2716999999988,91200.0,2492.5,1759.0
8005,EFFINGHAM,201009,9143,GA,175.9381250000001,20000.0,1217.5,1953.0
8006,EFFINGHAM,201009,9193,GA,381.55334999999917,78700.0,2070.0,2149.0
8007,EFFINGHAM,201010,9143,GA,334.7979250000002,31800.0,2192.5,2149.0
8008,EFFINGHAM,201010,9193,GA,414.13900499999914,84980.0,2192.5,2149.0
8009,EFFINGHAM,201011,9143,GA,335.72450257500003,31400.0,2457.3355,1915.0
8010,EFFINGHAM,201011,9193,GA,440.50417499999907,89720.0,2240.0,1915.0
8011,EFFINGHAM,201012,9143,GA,418.8896250000002,38700.0,2817.5,888.0
